college,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
Morehead State,28.0,200.66,107.04771199999999,23.5,5.1,4.35,0.4,-13.55,0.079,0.21550000000000002,0.135,0.309,0.0275
Morehouse,27.0,195.58,99.79024,27.0,6.1,1.9,0.7,-9.4,0.089,0.092,0.204,0.591,0.105
Mt. San Antonio,29.0,200.66,92.98636,22.0,4.5,2.0,1.2,-8.9,0.0579999999999999,0.103,0.185,0.4029999999999999,0.135
Murray State,23.0,193.46333333333334,90.491604,49.333333333333336,7.05,3.1166666666666667,2.0833333333333335,-1.3333333333333333,0.053999999999999986,0.12699999999999997,0.19083333333333333,0.5326666666666667,0.16966666666666663
Navy,31.0,215.9,106.59412,6.0,17.7,8.5,1.3,9.6,0.161,0.237,0.3339999999999999,0.5589999999999999,0.111
Nebraska,24.4,198.628,97.52228,27.4,5.220000000000001,1.36,1.02,16.2,0.0424,0.09999999999999995,0.1982,0.627,0.10499999999999998
Nevada,22.142857142857142,202.4742857142857,100.56782628571429,36.285714285714285,4.757142857142857,2.457142857142857,1.5714285714285714,-6.7,0.07228571428571427,0.151,0.19614285714285715,0.48342857142857143,0.14914285714285716
Nevada-Las Vegas,24.57894736842105,201.86315789473684,101.151016,42.473684210526315,5.7631578947368425,2.8526315789473684,1.1157894736842104,-11.38421052631579,0.06442105263157893,0.1293157894736842,0.16657894736842102,0.46799999999999997,0.0823157894736842
Nevada-Reno,28.0,200.66000000000003,98.65626,46.0,3.0,1.9000000000000001,1.0999999999999999,0.09999999999999987,0.032,0.134,0.116,0.5605,0.12
New Mexico,23.77777777777778,205.45777777777778,108.10609333333333,36.55555555555556,3.8000000000000003,2.433333333333333,0.8666666666666667,-7.766666666666666,0.11033333333333334,0.12522222222222223,0.1831111111111111,0.4414444444444444,0.09633333333333333
New Mexico State,26.333333333333332,198.96666666666667,101.30221333333333,27.833333333333332,2.983333333333333,1.3166666666666667,0.75,4.95,0.038,0.13849999999999998,0.23316666666666666,0.42883333333333334,0.1825
New Orleans,29.666666666666668,204.89333333333335,107.047712,41.666666666666664,4.1000000000000005,4.633333333333334,0.43333333333333335,-25.633333333333336,0.13433333333333333,0.13199999999999998,0.18266666666666667,0.36166666666666664,0.032
Nicholls State,26.0,205.74,104.32616,19.0,1.2,0.7,0.2,5.7,0.102,0.1159999999999999,0.174,0.525,0.103
None,22.88081395348837,204.38081395348837,101.60027423255815,38.44476744186046,4.721802325581395,2.488953488372093,0.9671511627906977,-4.699418604651163,0.06468023255813952,0.14554941860465115,0.18350290697674418,0.492,0.10415116279069767
Norfolk State,23.0,208.28,108.86208,57.0,4.1,3.7,0.9,-5.4,0.113,0.236,0.178,0.535,0.122
North Carolina,24.0,201.41659574468085,100.31138825531914,49.08510638297872,7.019148936170212,3.1595744680851063,1.2553191489361701,-3.0680851063829793,0.06393617021276594,0.1367659574468085,0.1936808510638298,0.5005744680851064,0.13046808510638297
North Carolina State,26.210526315789473,200.12526315789475,98.16685810526316,43.578947368421055,6.2894736842105265,2.668421052631579,1.3526315789473684,-5.747368421052632,0.071,0.13299999999999998,0.19368421052631576,0.4966842105263158,0.13442105263157894
North Carolina-Charlotte,23.5,197.485,98.996454,13.25,2.0,1.125,0.5,-4.675000000000001,0.05374999999999995,0.13049999999999995,0.21675,0.37949999999999995,0.17175
North Carolina-Wilmington,27.0,210.82,106.59412,6.0,0.3,0.8,0.0,-15.1,0.143,0.267,0.265,0.3329999999999999,0.0
North Dakota,24.0,205.74,107.501304,2.0,1.0,0.5,0.0,40.4,0.0,0.143,0.2789999999999999,0.3329999999999999,0.0
North Texas,22.0,203.2,106.59412,21.0,1.0,1.2,0.1,2.6,0.174,0.177,0.132,0.54,0.04
Northeast Mississippi CC,22.0,203.2,100.243832,53.0,2.4,1.0,0.2,-8.6,0.051,0.146,0.208,0.505,0.064
Northeastern,23.0,182.88,79.3786,33.0,2.4,0.8,0.7,-5.7,0.0409999999999999,0.115,0.25,0.44,0.24
Northern Arizona,24.0,213.36,122.46984,6.0,3.0,2.8,0.2,-24.2,0.149,0.171,0.158,0.446,0.025
Northern Illinois,26.0,186.69,82.78054,14.5,3.85,1.2,1.4,-16.55,0.0245,0.0525,0.1745,0.40800000000000003,0.19599999999999995
Northwest Florida State,21.0,200.66,100.697424,29.0,2.2,1.7,0.5,-0.2,0.046,0.168,0.159,0.4,0.102
Northwestern,25.0,202.35333333333332,100.697424,12.666666666666666,1.3,1.2666666666666666,0.2333333333333333,-15.833333333333334,0.03933333333333333,0.13933333333333334,0.12766666666666668,0.428,0.029333333333333333
Northwestern Oklahoma,28.0,190.5,86.18248,4.0,3.8,1.3,0.3,8.9,0.03,0.111,0.174,0.497,0.043
Northwestern State,25.0,205.74,92.98636,2.0,1.0,0.5,0.0,22.4,0.0,0.1669999999999999,0.087,1.0,0.0
Notre Dame,24.8,200.152,101.3097732,35.25,4.1450000000000005,1.9899999999999998,0.74,-6.220000000000001,0.05414999999999999,0.12794999999999995,0.1728,0.4702,0.11395
Oakland,23.666666666666668,199.81333333333336,92.23037333333333,28.666666666666668,6.2,1.6666666666666667,1.2666666666666666,14.666666666666666,0.10066666666666667,0.09400000000000001,0.15166666666666667,0.3426666666666667,0.085
Ohio,22.5,201.93,115.66596,59.0,7.15,4.25,0.8,0.85,0.11749999999999995,0.17599999999999993,0.19,0.5159999999999999,0.077
Ohio State,23.88235294117647,202.30352941176469,103.4723397647059,38.76470588235294,5.835294117647059,2.8294117647058825,1.1352941176470588,-10.31764705882353,0.06217647058823528,0.13423529411764706,0.1998235294117647,0.4511764705882353,0.0864705882352941
Ohio U.,25.0,205.74,90.7184,32.0,3.1,2.0,0.3,-1.4,0.073,0.149,0.145,0.503,0.037
Oklahoma,26.666666666666668,198.12,99.22325000000001,48.666666666666664,8.058333333333334,3.1666666666666665,2.158333333333333,-2.0,0.04991666666666666,0.13024999999999998,0.18999999999999997,0.5114166666666666,0.15433333333333332
Oklahoma State,24.0,194.23529411764707,94.32045411764705,43.05882352941177,5.229411764705882,2.1411764705882352,1.1529411764705884,-1.2117647058823529,0.04535294117647059,0.11329411764705881,0.16447058823529412,0.4374705882352941,0.1096470588235294
Old Dominion,27.75,205.10500000000002,104.552956,56.0,6.725,3.2,0.4,-2.8499999999999996,0.072,0.14974999999999997,0.21724999999999997,0.5129999999999999,0.07374999999999998
Oral Roberts,29.5,194.31,88.45044,8.0,4.4,1.55,1.75,-0.1499999999999999,0.031999999999999945,0.08149999999999999,0.133,0.5469999999999999,0.16149999999999995
Oregon,23.384615384615383,194.40769230769232,90.2299163076923,40.92307692307692,5.3076923076923075,1.8153846153846156,1.5230769230769232,-10.876923076923077,0.031999999999999994,0.16915384615384615,0.19746153846153844,0.42715384615384616,0.15623076923076923
Oregon State,25.625,199.0725,92.589467,34.375,6.4875,2.65,1.8625,-0.2999999999999998,0.04162499999999999,0.166375,0.207,0.563375,0.13812499999999997
Pacific,25.5,201.93,107.501304,23.5,4.95,3.95,0.3,-32.9,0.0535,0.12,0.18949999999999995,0.35150000000000003,0.017
Penn State,26.8,200.152,104.32616,26.2,4.58,1.7399999999999998,0.78,-25.919999999999998,0.04079999999999996,0.098,0.2352,0.3912,0.11159999999999996
Pennsylvania,25.333333333333332,193.04,87.543256,56.333333333333336,4.3,1.1666666666666667,1.9333333333333333,-9.833333333333334,0.013666666666666667,0.08233333333333333,0.13666666666666666,0.634,0.19233333333333333
Pepperdine,23.833333333333332,196.85,92.53276799999999,37.166666666666664,4.75,1.7,1.3499999999999999,-11.450000000000001,0.02716666666666667,0.08816666666666667,0.18799999999999997,0.4045,0.14183333333333334
Pfeiffer,26.0,210.82,102.0582,6.0,2.5,1.7,0.2,1.4,0.074,0.2289999999999999,0.217,0.55,0.063
Pittsburgh,24.5,203.3814285714286,107.8252982857143,44.0,4.371428571428571,2.757142857142857,0.9571428571428572,-2.5142857142857147,0.07814285714285714,0.14457142857142855,0.16457142857142856,0.4764285714285714,0.11649999999999998
Portland,27.0,180.34,79.3786,62.0,4.1,1.1,2.6,-5.9,0.011,0.08,0.16,0.46,0.281
Portland State,26.0,195.58,97.52228,4.0,2.0,1.3,0.5,-17.6,0.043,0.154,0.245,0.372,0.154
Princeton,25.0,208.28,99.79024,12.0,1.6,1.8,0.5,-8.2,0.068,0.128,0.104,0.451,0.075
Providence,24.75,199.39,99.1382015,40.875,5.55625,3.0,1.20625,-4.5,0.0598125,0.13906249999999998,0.19199999999999998,0.4490625,0.13631249999999998
Purdue,24.0,201.56714285714287,104.09936400000001,28.714285714285715,4.321428571428571,2.042857142857143,0.5571428571428572,-6.457142857142856,0.059785714285714275,0.13014285714285712,0.18507142857142855,0.4697857142857143,0.0732142857142857
Radford University,26.0,193.04,92.98636,44.0,2.9,1.8,0.5,-0.1,0.044,0.135,0.133,0.5579999999999999,0.076
Rhode Island,22.8,192.024,89.0854688,30.8,7.68,2.54,2.24,7.1800000000000015,0.0206,0.087,0.21939999999999996,0.595,0.26419999999999993
Rice,27.0,195.072,101.151016,29.6,4.08,1.5,0.8,-2.6,0.0628,0.10819999999999999,0.1944,0.4779999999999999,0.11599999999999999
Richmond,27.5,204.47,96.3883,48.0,5.05,1.5999999999999999,0.75,-12.05,0.03899999999999995,0.10849999999999999,0.194,0.4315,0.0695
Rider,22.0,210.82,113.398,82.0,11.1,7.4,1.1,-6.9,0.118,0.188,0.191,0.54,0.066
Robert Morris (IL),24.0,195.58,95.25432,14.0,2.6,1.4,0.1,-1.4,0.129,0.162,0.25,0.495,0.021
Rutgers,23.5,201.93,92.98636,29.0,1.8499999999999999,0.65,0.2,-14.549999999999999,0.03049999999999995,0.08399999999999999,0.127,0.565,0.0355
S.E. Missouri,24.0,198.12,88.45044,17.0,1.4,0.8,0.1,-13.9,0.022,0.085,0.107,0.486,0.025
Saint Joseph's,22.4,194.564,93.43995199999999,43.0,5.74,2.42,1.7,-0.7,0.06039999999999999,0.1484,0.16519999999999999,0.48979999999999996,0.1498
Saint Louis,23.0,201.93,91.85238,44.5,6.9,3.45,0.9,-3.4000000000000004,0.1125,0.16599999999999998,0.213,0.5265,0.0945
Saint Mary's (CA),22.0,187.95999999999998,87.31646,41.0,3.6500000000000004,0.95,1.55,-11.4,0.028,0.063,0.2385,0.507,0.23349999999999999
Saint Rose,27.0,218.44,138.799152,4.0,0.5,0.5,0.3,-35.0,0.111,0.0,0.211,0.17,0.1
Saint Vincent,25.0,215.9,116.119552,54.0,3.1,1.9,0.2,0.4,0.068,0.132,0.156,0.528,0.03
San Diego State,24.714285714285715,203.20000000000002,99.40144685714286,27.142857142857142,2.5142857142857147,2.257142857142857,0.41428571428571426,-9.585714285714285,0.07399999999999994,0.15342857142857144,0.10285714285714286,0.4614285714285714,0.046
San Jose State,23.0,198.12,101.151016,59.0,6.4,2.0,0.9,-7.0,0.048,0.085,0.217,0.456,0.087
Santa Clara,23.0,189.23000000000002,86.409276,44.5,2.7,0.95,1.4500000000000002,-9.0,0.01999999999999995,0.08549999999999999,0.16,0.48250000000000004,0.236
Seton Hall,25.666666666666668,198.96666666666667,98.07667022222222,47.55555555555556,5.122222222222223,2.8555555555555556,1.2777777777777777,2.6666666666666665,0.07288888888888889,0.13322222222222224,0.18055555555555552,0.46544444444444444,0.1321111111111111
Seward County CC,22.0,198.12,102.0582,9.0,1.6,0.7,0.4,-3.5,0.087,0.045,0.135,0.47,0.125
Shaw,23.0,193.04,86.18248,14.0,1.9,0.3,0.4,-4.1,0.0,0.068,0.316,0.391,0.143
Siena,25.0,198.12,92.532768,4.0,3.5,2.5,0.3,-18.9,0.045,0.186,0.1889999999999999,0.362,0.036
South Carolina,22.857142857142858,201.3857142857143,94.34713599999999,38.857142857142854,3.7857142857142856,2.185714285714286,0.6571428571428571,-10.157142857142857,0.07499999999999997,0.13514285714285715,0.19,0.5358571428571428,0.07542857142857143
South Carolina State,29.0,200.66,113.398,39.0,3.5,2.4,0.5,-5.4,0.162,0.134,0.205,0.488,0.094
South Carolina Upstate,27.0,198.12,97.52228,39.0,4.2,3.3,0.6,-2.9,0.064,0.134,0.1159999999999999,0.535,0.054
South Dakota State,23.0,193.04,86.18248,58.0,7.2,2.6,3.2,-1.8,0.0279999999999999,0.102,0.1669999999999999,0.486,0.2269999999999999
South Florida,23.0,194.73333333333335,91.47438666666666,52.666666666666664,5.033333333333333,1.7333333333333332,1.6666666666666667,-7.8,0.052333333333333294,0.13333333333333333,0.19866666666666666,0.492,0.19599999999999995
Southeastern Illinois,21.0,200.66,97.52228,38.0,3.3,1.4,1.0,-6.1,0.046,0.093,0.162,0.473,0.141
Southeastern Oklahoma State,36.0,198.12,99.79024,55.0,5.7,16.1,3.1,16.1,0.186,0.3229999999999999,0.1,0.479,0.113
Southern,29.5,187.96,90.7184,72.5,11.55,2.75,5.1,-2.65,0.0245,0.0794999999999999,0.1915,0.5155000000000001,0.26549999999999996
Southern California,23.25,199.81333333333336,98.08927,47.75,6.633333333333333,2.658333333333333,1.7083333333333333,-2.033333333333333,0.04883333333333333,0.12816666666666665,0.19974999999999998,0.46658333333333335,0.1668333333333333
Southern Illinois,22.5,198.755,99.563444,24.25,3.05,1.0250000000000001,0.375,-1.5250000000000001,0.05575,0.11324999999999996,0.31625,0.5985,0.14525
Southern Methodist,23.0,199.39,97.14428666666667,39.0,2.9333333333333336,1.8,0.65,-20.333333333333332,0.04033333333333333,0.12616666666666665,0.12316666666666663,0.37316666666666665,0.078
Southern Mississippi,25.333333333333332,201.50666666666666,102.0582,31.0,5.666666666666667,3.866666666666667,0.5666666666666667,-2.6666666666666665,0.1696666666666666,0.11266666666666665,0.2313333333333333,0.5306666666666667,0.026
St. Bonaventure,24.0,194.31,93.55335,48.75,6.2,2.3,2.025,-4.2,0.03525,0.11125,0.17825,0.502,0.17675000000000002
St. John's (NY),25.470588235294116,200.66,97.86914447058822,41.05882352941177,6.352941176470588,3.0941176470588236,1.7352941176470589,-8.841176470588236,0.06305882352941175,0.13452941176470584,0.19205882352941178,0.45217647058823524,0.1266470588235294
St. Mary's (TX),31.0,203.2,99.79024,53.0,6.7,1.5,0.4,1.2,0.034,0.067,0.171,0.555,0.036
Stanford,22.941176470588236,204.54470588235296,104.21943247058823,51.1764705882353,5.247058823529412,3.164705882352941,1.2,-3.1588235294117646,0.07129411764705883,0.14641176470588235,0.14864705882352938,0.5312941176470588,0.09205882352941175
Stetson,27.0,205.74,104.32616,19.0,2.4,3.6,0.2,-10.9,0.121,0.181,0.087,0.66,0.022
"Stony Brook, N.Y.",24.0,203.2,117.93392,3.0,5.7,3.0,0.0,-7.4,0.138,0.2,0.2339999999999999,0.599,0.0
Syracuse,24.393939393939394,201.96848484848485,99.46035490909091,38.81818181818182,6.112121212121211,2.484848484848485,1.3060606060606061,-13.954545454545455,0.05027272727272726,0.11893939393939393,0.18887878787878787,0.47421212121212125,0.1102121212121212
Temple,25.615384615384617,200.07384615384615,96.96401292307692,41.07692307692308,4.815384615384615,2.3461538461538463,1.2,-0.330769230769231,0.061999999999999986,0.12399999999999999,0.16484615384615384,0.46584615384615385,0.1366153846153846
Tennessee,23.5,199.75285714285715,97.48988057142857,40.07142857142857,5.421428571428572,1.7857142857142858,0.9928571428571429,-0.9642857142857142,0.040499999999999994,0.09807142857142856,0.18492857142857141,0.4795714285714286,0.1157142857142857
Tennessee State,25.75,203.835,99.22325,34.25,8.075,4.625,1.6,21.975,0.05925,0.16899999999999998,0.1715,0.578,0.0655
Tennessee Tech,23.0,198.12,83.91452,17.0,0.9,0.2,0.1,-40.9,0.0,0.103,0.26,0.268,0.083
Tennessee-Chattanooga,28.5,201.93,100.92421999999999,46.0,6.9,1.6500000000000001,1.1500000000000001,-0.5,0.037,0.0955,0.20900000000000002,0.46699999999999997,0.07849999999999994
Tennessee-Martin,25.0,190.5,86.18248,25.0,2.3,0.7,0.5,2.5,0.064,0.096,0.24,0.494,0.155
Texas,22.52173913043478,199.8869565217391,100.22411060869565,41.869565217391305,5.617391304347826,2.869565217391304,1.0782608695652174,-2.4,0.07895652173913043,0.13317391304347823,0.17778260869565216,0.4879565217391304,0.09769565217391304
Texas A&M,22.9,199.898,97.7944352,31.7,3.9200000000000004,2.12,1.03,-5.58,0.03939999999999999,0.21459999999999999,0.1372,0.4631,0.1024
Texas Christian,25.0,204.47,107.954896,30.0,5.1,4.050000000000001,0.55,0.9,0.08499999999999999,0.193,0.1825,0.49,0.072
Texas State,23.0,210.82,107.954896,19.0,2.3,1.7,0.3,-6.3,0.15,0.247,0.1669999999999999,0.632,0.088
Texas Tech,22.90909090909091,199.04363636363635,96.82127418181818,28.90909090909091,4.7272727272727275,2.2454545454545456,0.9454545454545454,-11.218181818181817,0.048636363636363616,0.12054545454545451,0.17118181818181816,0.45545454545454545,0.09818181818181816
Texas-Arlington,23.0,205.74,104.32616,7.0,0.3,0.3,0.1,-13.3,0.0,0.1,0.22,0.091,0.1
Texas-El Paso,26.0,201.3857142857143,101.53980914285715,46.714285714285715,5.942857142857143,2.6142857142857143,1.7857142857142854,5.214285714285714,0.07742857142857143,0.14228571428571427,0.18114285714285713,0.5161428571428571,0.12885714285714284
Texas-San Antonio,24.0,195.58,106.59412,10.0,3.0,1.8,0.7,-8.4,0.083,0.111,0.212,0.389,0.135
Thomas More,26.0,205.74,106.59412,21.0,3.9,2.3,0.4,2.2,0.106,0.122,0.178,0.491,0.0579999999999999
Toledo,23.0,210.82,117.93392,9.0,0.2,0.3,0.0,-10.7,0.1669999999999999,0.0,0.286,0.125,0.0
Towson,26.0,193.04,95.25432,80.0,9.8,2.5,1.2,3.8,0.015,0.121,0.208,0.578,0.094
Trinity Valley CC,27.0,208.28,116.119552,81.0,18.7,10.0,1.9,8.9,0.122,0.23,0.262,0.583,0.098
Tulane,25.75,204.47,102.511792,39.25,5.025,3.9250000000000003,0.8,-4.35,0.07224999999999998,0.14524999999999996,0.18125,0.43975,0.06875
Tulsa,24.666666666666668,198.54333333333332,97.59787866666666,31.333333333333332,3.216666666666667,1.8333333333333333,0.9166666666666666,-3.2833333333333328,0.09983333333333332,0.11583333333333334,0.20166666666666666,0.4543333333333333,0.12616666666666662
UCLA,23.083333333333332,199.12541666666667,96.161504,46.125,5.210416666666666,2.2624999999999997,1.53125,-6.71875,0.061645833333333316,0.13079166666666667,0.17777083333333332,0.4887083333333333,0.13895833333333332
UNLV,22.0,201.93,95.707912,56.0,3.6500000000000004,2.8,0.7,-3.0,0.063,0.1385,0.132,0.49,0.0715
USC,22.6,196.596,98.2480272,33.0,5.4799999999999995,2.46,2.08,-5.82,0.06299999999999997,0.12359999999999997,0.1788,0.4638,0.1728
"U of California, Berkeley",21.0,208.28,99.79024,36.0,5.6,4.4,0.9,-8.4,0.102,0.216,0.1669999999999999,0.599,0.095
U of Colorado Boulder,25.0,198.12,99.79024,1.0,0.0,1.0,0.0,-75.0,0.0,0.25,0.0,0.0,0.0
U of Dayton,23.333333333333332,198.96666666666667,88.14804533333334,5.333333333333333,1.5,0.2333333333333333,0.03333333333333333,-11.6,0.0,0.05333333333333334,0.162,0.6373333333333333,0.012666666666666666
U of Nebraska-Lincoln,22.0,203.2,104.32616,3.0,0.0,0.7,0.0,-11.5,0.0,0.1669999999999999,0.071,0.0,0.0
U of Texas at Austin,21.0,213.36,100.243832,47.0,6.2,5.0,0.8,-14.9,0.074,0.213,0.174,0.539,0.086
Utah,24.2,206.248,101.9221224,53.8,7.75,3.6700000000000004,1.45,-5.1899999999999995,0.06679999999999998,0.14699999999999996,0.1921,0.48810000000000003,0.11779999999999999
Utah State,22.0,200.66,111.13004,10.0,3.2,2.4,0.3,7.8,0.077,0.247,0.183,0.5379999999999999,0.053
Utah Valley,23.0,187.96,86.18248,29.0,2.1,0.5,0.4,-8.0,0.036,0.075,0.2289999999999999,0.474,0.153
Valparaiso,23.5,198.12,95.25432,27.0,3.8,1.4,1.05,3.05,0.02,0.0965,0.161,0.484,0.133
Vanderbilt,23.545454545454547,204.12363636363636,103.62515418181819,41.90909090909091,5.372727272727273,3.2181818181818183,1.009090909090909,-9.172727272727274,0.06954545454545452,0.13854545454545455,0.16490909090909092,0.4719090909090909,0.086
Venezuela,25.0,198.12,95.25432,65.0,6.0,1.9,0.6,-9.2,0.047,0.083,0.185,0.502,0.065
Villanova,23.434782608695652,198.12,97.02924521739132,45.17391304347826,6.047826086956522,2.369565217391304,1.3608695652173914,-3.9608695652173918,0.048217391304347816,0.12865217391304345,0.16621739130434782,0.5233478260869565,0.12047826086956522
Virginia,24.058823529411764,195.7294117647059,95.707912,38.411764705882355,5.017647058823529,2.129411764705882,1.3058823529411765,-5.7705882352941185,0.03752941176470586,0.10211764705882354,0.1706470588235294,0.45488235294117646,0.13705882352941173
Virginia Commonwealth,22.6,196.08800000000002,91.171992,36.0,4.78,1.9600000000000002,1.56,-3.38,0.03279999999999998,0.11079999999999998,0.15899999999999997,0.5189999999999999,0.14379999999999998
Virginia Tech,26.5,195.2625,93.043059,41.25,5.4375,1.5625,1.5250000000000001,-6.4125,0.017,0.113125,0.19174999999999998,0.50025,0.15924999999999997
Virginia Union,28.666666666666668,206.58666666666667,111.13004000000001,62.666666666666664,5.433333333333334,6.0,1.0999999999999999,-0.43333333333333335,0.12266666666666666,0.19733333333333328,0.13833333333333334,0.472,0.056666666666666664
Wake Forest,23.928571428571427,195.39857142857142,94.44433428571428,58.92857142857143,7.3428571428571425,3.557142857142857,2.1357142857142857,-1.0857142857142859,0.049642857142857134,0.13928571428571426,0.18371428571428572,0.4922142857142857,0.16307142857142856
Walsh,24.0,208.28,117.93392,23.0,2.1,1.9,0.7,-12.6,0.087,0.145,0.158,0.411,0.138
Washington,23.272727272727273,196.85,95.9140901818182,45.22727272727273,5.827272727272727,2.231818181818182,1.5045454545454546,-2.422727272727273,0.04968181818181818,0.11409090909090908,0.184,0.47918181818181815,0.1515
Washington State,26.0,200.66,96.46389866666668,39.166666666666664,4.783333333333333,2.0833333333333335,1.0,-7.3500000000000005,0.05099999999999998,0.12299999999999998,0.161,0.47350000000000003,0.09333333333333332
Weber State,23.8,196.08800000000002,97.7944352,23.0,6.14,1.34,2.2800000000000002,-17.6,0.0262,0.13240000000000002,0.20259999999999997,0.47539999999999993,0.18380000000000002
West Florida,23.0,187.96,85.275296,8.0,1.5,1.5,2.9,-30.5,0.038,0.105,0.149,0.248,0.418
West Virginia,22.25,200.025,102.171598,37.5,3.8000000000000003,1.8499999999999999,0.725,-4.5,0.08575,0.11549999999999999,0.192,0.46275,0.0885
West Virginia Tech,35.0,187.96,83.91452,21.0,3.3,1.1,1.9,-3.5,0.017,0.063,0.122,0.451,0.185
Westchester CC NY,23.0,200.66,83.91452,12.0,1.2,0.3,0.1,-58.0,0.0,0.118,0.266,0.337,0.067
Western Carolina,23.5,193.04,83.91452,26.0,2.9,1.65,0.6,2.2,0.068,0.11349999999999999,0.14550000000000002,0.49249999999999994,0.0885
Western Kentucky,23.0,198.9666666666667,90.11361066666666,55.666666666666664,5.533333333333334,2.0,1.0999999999999999,-2.0000000000000004,0.05000000000000001,0.11366666666666665,0.153,0.5733333333333334,0.10666666666666667
Western Michigan,27.0,209.55,111.13004000000001,18.5,3.45,2.35,0.35,-0.9000000000000001,0.1295,0.221,0.217,0.562,0.0785
Wichita State,26.5,195.8975,95.367718,54.125,4.95,2.0625,1.2875,-0.4375000000000001,0.038125,0.11499999999999999,0.184375,0.47375,0.156
William Paterson,30.0,185.42,81.64656,15.0,2.8,0.6,0.6,-4.7,0.032,0.062,0.2689999999999999,0.414,0.214
Wingate,22.0,193.04,86.18248,82.0,5.1,3.0,3.4,-8.8,0.025,0.129,0.152,0.405,0.2339999999999999
Wisconsin,23.583333333333332,203.62333333333333,103.26777866666667,32.166666666666664,4.425,2.125,0.775,-4.741666666666667,0.04699999999999999,0.11708333333333333,0.1708333333333333,0.40808333333333335,0.06924999999999999
Wisconsin-Green Bay,25.0,200.66,102.0582,13.0,1.4,1.1,0.2,4.4,0.071,0.2269999999999999,0.1989999999999999,0.41,0.086
Wisconsin-Stevens Point,34.0,190.5,88.45044,82.0,6.9,2.1,3.6,2.1,0.024,0.109,0.19,0.544,0.316
Wright State,22.0,208.28,127.00576,80.0,5.8,2.7,0.5,-0.2,0.106,0.119,0.2339999999999999,0.486,0.064
Wyoming,25.0,204.7875,102.62519,31.875,3.9125,2.6,0.3625,-4.075,0.074125,0.171125,0.174875,0.50575,0.06374999999999999
Xavier,24.571428571428573,198.48285714285717,98.07307028571428,43.642857142857146,5.828571428571428,3.35,1.1857142857142857,-11.478571428571428,0.06871428571428571,0.17264285714285713,0.1769285714285714,0.5343571428571429,0.12214285714285714
Yale,27.0,203.2,101.151016,43.0,1.95,3.85,0.25,-34.1,0.067,0.2015,0.10350000000000001,0.2245,0.018
Yonsei (KOR),19.0,220.98,138.34556,19.0,1.4,0.9,0.1,-2.7,0.069,0.121,0.175,0.467,0.03
